ITAPIPOCA (A359);
Data;Hora (UTC);Temp. Ins. (C);Temp. Max. (C);Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Ins. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Ins. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm);
22/07/2018;0600;25,2;25,4;25,2;80,0;80,0;79,0;21,6;21,6;21,5;1000,0;1000,3;1000,0;2,9;102,0;5,6;;0,0;
22/07/2018;0700;25,0;25,2;24,9;80,0;81,0;80,0;21,3;21,6;21,2;999,7;1000,0;999,6;2,8;108,0;5,4;;0,0;
22/07/2018;0800;25,2;25,2;24,9;79,0;80,0;79,0;21,3;21,4;21,2;1000,1;1000,2;999,6;3,8;115,0;7,1;;0,0;
22/07/2018;0900;25,1;25,2;25,0;77,0;79,0;77,0;20,9;21,2;20,9;1000,7;1000,8;1000,1;3,8;104,0;8,0;3,23;0,0;
22/07/2018;1000;26,4;26,4;25,1;69,0;77,0;69,0;20,3;21,0;20,3;1001,0;1001,1;1000,6;3,9;122,0;8,0;282,60;0,0;
22/07/2018;1100;27,3;27,6;25,8;66,0;70,0;65,0;20,3;20,7;19,8;1001,7;1001,7;1001,0;4,8;102,0;9,5;1124,50;0,0;
22/07/2018;1200;28,0;28,7;27,0;62,0;66,0;59,0;20,0;20,8;19,5;1002,3;1002,3;1001,7;5,2;122,0;10,0;1967,46;0,0;
22/07/2018;1300;27,7;29,2;27,7;61,0;62,0;58,0;19,5;20,6;18,9;1002,2;1002,4;1002,1;4,1;129,0;10,0;1929,78;0,0;
22/07/2018;1400;30,5;30,5;27,2;51,0;65,0;50,0;19,2;20,8;18,6;1001,4;1002,2;1001,4;4,3;147,0;9,8;2530,71;0,0;
22/07/2018;1500;32,3;32,6;30,4;45,0;52,0;44,0;18,7;19,9;17,9;1000,7;1001,4;1000,7;4,3;127,0;10,4;3017,29;0,0;
22/07/2018;1600;31,4;33,0;30,9;47,0;48,0;43,0;18,6;19,1;17,7;1000,0;1000,7;1000,0;5,2;104,0;11,4;2326,59;0,0;
22/07/2018;1700;31,5;33,0;30,9;48,0;49,0;44,0;19,2;19,6;18,2;999,2;1000,0;999,2;4,4;112,0;10,1;1779,94;0,0;
22/07/2018;1800;31,7;32,4;30,8;48,0;50,0;45,0;19,4;19,7;18,4;998,9;999,2;998,9;3,9;98,0;9,5;1645,11;0,0;
22/07/2018;1900;30,8;32,1;30,8;49,0;49,0;46,0;18,8;19,4;18,7;999,0;999,0;998,7;3,8;105,0;8,5;1369,73;0,0;
22/07/2018;2000;28,7;31,0;28,7;62,0;62,0;49,0;20,7;20,7;18,9;999,6;999,6;999,0;4,1;67,0;8,2;402,25;0,0;
22/07/2018;2100;27,0;28,7;27,0;67,0;67,0;62,0;20,2;20,8;20,2;1000,3;1000,3;999,6;4,2;76,0;7,0;55,19;0,0;
22/07/2018;2200;26,2;27,0;26,2;69,0;69,0;67,0;20,1;20,3;20,1;1001,1;1001,1;1000,3;4,2;83,0;7,8;;0,0;
22/07/2018;2300;26,1;26,3;26,1;68,0;70,0;66,0;19,7;20,2;19,5;1001,9;1001,9;1001,1;2,6;126,0;7,1;;0,0;
23/07/2018;0000;25,9;26,1;25,8;71,0;71,0;68,0;20,2;20,2;19,7;1002,4;1002,4;1001,9;2,2;140,0;5,8;;0,0;
23/07/2018;0100;25,7;25,9;25,7;73,0;73,0;71,0;20,6;20,6;20,2;1002,5;1002,5;1002,4;2,9;133,0;6,1;;0,0;
23/07/2018;0200;25,4;25,8;25,3;77,0;77,0;73,0;21,1;21,1;20,6;1002,5;1002,6;1002,4;2,7;121,0;6,9;;0,0;
23/07/2018;0300;25,6;25,6;25,3;77,0;78,0;77,0;21,2;21,3;21,1;1002,3;1002,6;1002,3;4,1;118,0;7,7;;0,0;
23/07/2018;0400;25,7;25,8;25,6;77,0;77,0;76,0;21,4;21,4;21,2;1001,6;1002,3;1001,6;4,1;115,0;10,1;;0,0;
23/07/2018;0500;25,5;25,7;25,5;77,0;77,0;77,0;21,2;21,4;21,2;1001,1;1001,6;1001,1;3,9;116,0;8,4;;0,0;
23/07/2018;0600;25,5;25,7;25,4;75,0;78,0;75,0;20,9;21,3;20,8;1000,6;1001,1;1000,6;4,1;110,0;8,1;;0,0;
23/07/2018;0700;25,4;25,5;25,2;75,0;77,0;75,0;20,7;21,0;20,7;1000,9;1001,0;1000,5;2,8;102,0;7,1;;0,0;
23/07/2018;0800;25,2;25,5;25,2;73,0;75,0;72,0;20,1;20,7;19,9;1001,4;1001,4;1000,9;3,7;101,0;7,1;;0,0;
23/07/2018;0900;24,6;25,2;24,5;75,0;76,0;73,0;20,0;20,1;19,9;1001,4;1001,5;1001,3;3,0;80,0;7,0;5,21;0,0;
23/07/2018;1000;25,8;25,8;24,5;72,0;76,0;72,0;20,3;20,3;19,9;1002,1;1002,2;1001,4;4,0;97,0;8,2;372,54;0,0;
23/07/2018;1100;27,4;27,5;25,8;60,0;72,0;59,0;18,8;20,6;18,8;1002,8;1002,8;1002,1;5,2;114,0;9,6;1239,88;0,0;
23/07/2018;1200;28,9;28,9;27,3;54,0;60,0;54,0;18,5;19,0;18,1;1003,3;1003,3;1002,7;5,7;125,0;12,1;1918,19;0,0;
23/07/2018;1300;29,8;29,8;27,5;50,0;56,0;50,0;18,3;19,4;17,8;1003,1;1003,4;1003,1;4,8;133,0;11,3;2093,31;0,0;
23/07/2018;1400;31,4;31,6;29,4;40,0;50,0;39,0;16,2;18,4;15,6;1002,3;1003,1;1002,3;5,9;129,0;11,0;2695,88;0,0;
23/07/2018;1500;32,5;32,8;31,1;38,0;41,0;36,0;16,2;17,0;15,4;1001,6;1002,3;1001,6;4,1;134,0;9,9;2891,93;0,0;
23/07/2018;1600;33,9;33,9;31,5;35,0;41,0;35,0;16,4;17,0;15,1;1000,5;1001,6;1000,4;4,3;120,0;8,9;2826,41;0,0;
23/07/2018;1700;32,9;33,9;32,7;35,0;37,0;34,0;15,6;16,7;15,2;999,7;1000,5;999,7;3,0;137,0;9,8;2731,65;0,0;
23/07/2018;1800;33,6;34,4;32,9;35,0;37,0;33,0;16,0;17,1;15,1;998,8;999,7;998,8;3,4;135,0;7,6;2382,12;0,0;
23/07/2018;1900;33,4;33,8;32,7;35,0;36,0;34,0;15,9;16,3;15,1;998,8;998,9;998,7;3,3;100,0;6,8;1598,45;0,0;
23/07/2018;2000;28,7;33,4;28,7;54,0;54,0;35,0;18,5;18,6;15,7;999,7;999,7;998,8;4,5;74,0;9,7;713,98;0,0;
23/07/2018;2100;26,6;28,7;26,5;60,0;62,0;54,0;18,2;18,6;18,2;1000,8;1000,8;999,7;2,4;79,0;7,8;106,32;0,0;
23/07/2018;2200;26,3;26,7;26,2;62,0;62,0;59,0;18,5;18,6;18,0;1001,7;1001,7;1000,8;3,1;134,0;7,2;;0,0;
23/07/2018;2300;25,8;26,3;25,8;65,0;65,0;62,0;18,7;18,8;18,5;1002,6;1002,6;1001,7;3,3;135,0;9,5;;0,0;
24/07/2018;0000;25,6;25,9;25,5;66,0;66,0;65,0;18,8;18,8;18,6;1003,7;1003,7;1002,6;2,9;132,0;9,5;;0,0;
24/07/2018;0100;25,4;25,6;25,2;70,0;70,0;66,0;19,5;19,6;18,8;1004,1;1004,1;1003,7;3,8;127,0;8,4;;0,0;
24/07/2018;0200;25,0;25,4;25,0;74,0;74,0;70,0;20,1;20,2;19,5;1004,2;1004,2;1004,1;4,3;113,0;8,4;;0,0;
24/07/2018;0300;25,0;25,1;24,9;75,0;75,0;74,0;20,3;20,4;20,1;1003,7;1004,2;1003,7;5,5;107,0;9,0;;0,0;
24/07/2018;0400;24,8;25,0;24,8;76,0;76,0;75,0;20,2;20,4;20,2;1003,4;1003,7;1003,3;3,9;109,0;8,7;;0,0;
24/07/2018;0500;24,5;24,8;24,5;76,0;77,0;75,0;20,1;20,2;20,1;1002,8;1003,4;1002,8;4,2;113,0;8,0;;0,0;
24/07/2018;0600;24,2;24,7;24,2;78,0;78,0;76,0;20,0;20,2;20,0;1002,4;1002,8;1002,4;3,4;108,0;9,1;;0,0;
24/07/2018;0700;24,1;24,3;24,1;75,0;78,0;74,0;19,3;20,1;19,3;1002,6;1002,6;1002,4;3,5;113,0;7,4;;0,0;
24/07/2018;0800;24,3;24,3;23,8;70,0;75,0;70,0;18,4;19,3;18,4;1002,7;1002,7;1002,4;3,7;108,0;8,7;;0,0;
24/07/2018;0900;23,9;24,4;23,8;68,0;70,0;66,0;17,6;18,3;17,5;1002,9;1002,9;1002,6;3,5;114,0;8,4;2,59;0,0;
24/07/2018;1000;24,8;24,8;23,8;65,0;68,0;64,0;17,8;17,8;17,4;1003,4;1003,5;1002,9;4,0;117,0;9,3;343,74;0,0;
24/07/2018;1100;26,9;26,9;24,8;58,0;65,0;56,0;18,0;18,0;17,0;1004,0;1004,0;1003,4;4,8;93,0;8,6;1235,20;0,0;
24/07/2018;1200;28,5;28,7;26,9;46,0;58,0;46,0;15,9;17,7;15,9;1004,6;1004,6;1004,0;4,0;122,0;8,6;1939,80;0,0;
24/07/2018;1300;29,8;29,8;28,3;42,0;47,0;41,0;15,4;16,5;15,0;1004,4;1004,8;1004,4;5,6;124,0;11,5;2449,06;0,0;
24/07/2018;1400;31,5;32,1;29,6;35,0;42,0;34,0;14,3;15,9;13,7;1003,6;1004,5;1003,6;2,8;141,0;11,5;2693,81;0,0;
24/07/2018;1500;32,1;32,5;31,1;33,0;36,0;32,0;14,0;14,6;13,0;1002,6;1003,7;1002,6;3,1;166,0;9,1;2912,68;0,0;
24/07/2018;1600;33,2;33,5;32,1;31,0;34,0;31,0;13,7;14,6;13,0;1001,6;1002,7;1001,6;3,4;127,0;9,4;3036,86;0,0;
24/07/2018;1700;33,7;34,6;32,8;31,0;33,0;30,0;14,2;15,5;13,2;1001,1;1001,7;1001,1;4,2;147,0;8,4;2804,67;0,0;
24/07/2018;1800;33,5;34,5;32,8;43,0;43,0;30,0;19,1;19,1;13,5;1000,6;1001,1;1000,6;4,8;93,0;9,5;2237,35;0,0;
24/07/2018;1900;31,2;33,5;30,8;50,0;50,0;43,0;19,5;19,8;19,0;1000,9;1000,9;1000,6;5,2;68,0;10,6;1708,39;0,0;
24/07/2018;2000;28,0;31,2;28,0;60,0;60,0;49,0;19,5;19,8;19,0;1001,5;1001,5;1000,9;5,4;83,0;10,0;794,92;0,0;
24/07/2018;2100;26,2;28,0;26,2;69,0;69,0;60,0;20,1;20,1;19,5;1002,0;1002,0;1001,5;3,3;98,0;9,0;88,23;0,0;
24/07/2018;2200;25,5;26,2;25,5;71,0;72,0;69,0;20,0;20,2;20,0;1002,7;1002,7;1002,0;2,4;99,0;5,3;;0,0;
24/07/2018;2300;25,5;25,7;25,4;71,0;71,0;70,0;19,8;19,9;19,6;1003,3;1003,3;1002,7;4,3;111,0;7,1;;0,0;
25/07/2018;0000;25,6;25,8;25,3;69,0;71,0;68,0;19,4;19,9;19,4;1003,8;1003,8;1003,3;4,6;122,0;8,9;;0,0;
25/07/2018;0100;25,1;25,8;25,1;72,0;72,0;68,0;19,6;19,6;19,3;1004,1;1004,1;1003,8;5,6;134,0;9,6;;0,0;
25/07/2018;0200;25,3;25,3;25,1;68,0;72,0;68,0;18,9;19,6;18,9;1004,0;1004,2;1004,0;4,6;124,0;9,3;;0,0;
25/07/2018;0300;25,0;25,4;24,9;73,0;73,0;68,0;19,8;19,9;18,9;1003,8;1004,1;1003,8;5,3;115,0;10,5;;0,0;
25/07/2018;0400;25,0;25,0;24,8;72,0;74,0;72,0;19,6;19,9;19,5;1003,2;1003,8;1003,2;4,9;108,0;9,8;;0,0;
25/07/2018;0500;24,8;25,0;24,7;73,0;73,0;72,0;19,7;19,7;19,4;1002,7;1003,2;1002,7;3,9;115,0;9,8;;0,0;
25/07/2018;0600;25,0;25,1;24,6;71,0;74,0;71,0;19,4;19,8;19,4;1002,6;1002,7;1002,4;3,8;106,0;8,4;;0,0;
25/07/2018;0700;24,6;25,0;24,5;75,0;76,0;71,0;19,9;20,0;19,4;1002,4;1002,7;1002,4;3,6;117,0;8,5;;0,0;
25/07/2018;0800;24,7;25,0;24,4;71,0;76,0;68,0;19,1;20,0;18,7;1002,8;1002,8;1002,4;3,7;86,0;7,5;;0,0;
25/07/2018;0900;24,8;25,2;24,4;66,0;72,0;64,0;18,0;19,1;17,7;1003,3;1003,3;1002,8;2,1;128,0;7,4;3,99;0,0;
25/07/2018;1000;25,3;25,3;24,2;66,0;68,0;66,0;18,5;18,5;17,7;1003,8;1003,8;1003,3;3,1;126,0;6,6;192,04;0,0;
25/07/2018;1100;28,2;28,4;25,3;50,0;66,0;50,0;16,7;19,1;16,7;1004,7;1004,7;1003,8;1,5;129,0;5,8;1305,12;0,0;
25/07/2018;1200;29,3;29,7;28,1;41,0;51,0;39,0;14,6;16,9;13,9;1005,2;1005,2;1004,7;5,2;121,0;9,5;2027,08;0,0;
25/07/2018;1300;30,2;30,2;28,8;39,0;41,0;37,0;14,5;15,3;13,7;1004,9;1005,2;1004,9;3,1;140,0;9,5;2203,20;0,0;
25/07/2018;1400;31,2;31,7;29,7;35,0;39,0;35,0;14,1;14,8;13,4;1004,3;1004,9;1004,3;3,2;147,0;8,8;2688,09;0,0;
25/07/2018;1500;33,5;33,7;31,2;31,0;36,0;30,0;13,9;14,7;13,0;1003,2;1004,3;1003,2;4,7;105,0;7,9;2870,95;0,0;
25/07/2018;1600;33,7;34,3;32,6;30,0;32,0;29,0;13,8;14,7;12,8;1002,4;1003,2;1002,4;4,4;103,0;12,2;2992,10;0,0;
25/07/2018;1700;33,6;34,4;33,2;31,0;32,0;29,0;14,4;15,1;13,2;1001,6;1002,4;1001,6;5,0;123,0;10,9;2848,93;0,0;
25/07/2018;1800;31,8;33,8;31,2;43,0;43,0;31,0;17,6;17,6;13,8;1001,5;1001,7;1001,4;5,9;83,0;11,1;1959,33;0,0;
25/07/2018;1900;30,0;32,0;30,0;49,0;49,0;42,0;18,0;18,6;17,3;1001,5;1001,5;1001,3;7,0;86,0;10,5;1694,36;0,0;
25/07/2018;2000;28,3;30,2;28,2;57,0;57,0;48,0;18,9;19,1;17,8;1002,1;1002,1;1001,6;3,2;105,0;10,5;871,68;0,0;
25/07/2018;2100;26,8;28,3;26,8;62,0;62,0;56,0;19,0;19,1;18,7;1002,8;1002,8;1002,1;5,0;117,0;9,4;125,66;0,0;
25/07/2018;2200;26,1;26,8;26,1;66,0;66,0;62,0;19,3;19,3;19,0;1003,4;1003,4;1002,8;3,8;115,0;9,4;;0,0;
25/07/2018;2300;25,6;26,1;25,6;71,0;71,0;66,0;20,0;20,0;19,3;1004,0;1004,0;1003,4;4,0;110,0;8,9;;0,0;
26/07/2018;0000;25,4;25,6;25,4;75,0;75,0;71,0;20,7;20,7;20,0;1004,3;1004,4;1004,0;5,2;106,0;12,1;;0,0;
26/07/2018;0100;25,2;25,4;25,2;77,0;77,0;75,0;20,9;21,0;20,7;1004,5;1004,6;1004,3;4,9;117,0;9,4;;0,0;
26/07/2018;0200;25,2;25,3;25,2;78,0;78,0;77,0;21,2;21,2;20,9;1004,6;1004,7;1004,5;4,7;109,0;9,8;;0,0;
26/07/2018;0300;25,5;25,5;25,2;77,0;79,0;77,0;21,1;21,3;21,1;1004,3;1004,6;1004,3;4,5;112,0;10,0;;0,0;
26/07/2018;0400;25,1;25,5;25,0;78,0;78,0;77,0;21,0;21,1;20,9;1003,8;1004,3;1003,8;4,9;113,0;9,5;;0,0;
26/07/2018;0500;24,9;25,1;24,8;79,0;79,0;78,0;21,0;21,0;20,9;1003,4;1003,8;1003,4;3,8;108,0;9,5;;0,0;
26/07/2018;0600;25,0;25,1;24,9;77,0;79,0;77,0;20,7;21,0;20,7;1002,9;1003,5;1002,9;5,8;108,0;10,0;;0,0;
26/07/2018;0700;24,8;25,0;24,7;78,0;79,0;77,0;20,6;20,9;20,6;1003,0;1003,0;1002,9;5,5;110,0;11,0;;0,0;
26/07/2018;0800;25,2;25,2;24,7;71,0;78,0;71,0;19,6;20,6;19,6;1003,3;1003,4;1003,0;6,6;122,0;12,4;;0,0;
26/07/2018;0900;24,7;25,2;24,6;73,0;75,0;71,0;19,5;19,8;19,3;1003,8;1003,8;1003,3;4,6;118,0;12,1;1,48;0,0;
26/07/2018;1000;25,6;25,6;24,6;67,0;73,0;66,0;18,9;19,5;18,7;1004,4;1004,4;1003,7;4,6;118,0;11,5;263,95;0,0;
26/07/2018;1100;26,9;27,0;25,6;64,0;67,0;63,0;19,4;19,7;18,9;1005,0;1005,0;1004,4;4,5;130,0;9,1;1208,48;0,0;
26/07/2018;1200;28,6;28,7;26,8;57,0;64,0;57,0;19,3;20,1;19,0;1005,1;1005,2;1004,9;5,1;121,0;8,8;1983,00;0,0;
26/07/2018;1300;30,2;30,4;28,6;50,0;57,0;49,0;18,7;19,7;18,2;1005,1;1005,2;1005,1;4,4;122,0;9,2;2423,46;0,0;
26/07/2018;1400;30,9;31,6;29,7;48,0;51,0;46,0;18,5;19,1;17,4;1004,5;1005,1;1004,5;3,9;130,0;9,5;2656,63;0,0;
26/07/2018;1500;31,9;32,3;30,8;42,0;48,0;41,0;17,4;18,7;17,2;1003,6;1004,5;1003,6;4,7;129,0;8,4;3034,12;0,0;
26/07/2018;1600;32,7;33,0;30,9;38,0;44,0;38,0;16,6;18,1;16,6;1002,9;1003,6;1002,8;3,0;132,0;8,2;2086,36;0,0;
26/07/2018;1700;31,9;33,8;31,8;40,0;42,0;36,0;16,8;17,5;15,7;1002,1;1002,9;1002,1;1,7;122,0;6,9;2325,24;0,0;
26/07/2018;1800;33,2;33,2;31,2;39,0;43,0;38,0;17,4;17,6;16,6;1001,5;1002,1;1001,5;2,7;108,0;6,7;1332,13;0,0;
26/07/2018;1900;30,4;33,2;29,6;54,0;57,0;38,0;20,2;20,5;16,4;1001,4;1001,5;1001,4;5,0;72,0;8,4;784,69;0,0;
26/07/2018;2000;28,7;30,7;28,7;58,0;58,0;54,0;19,6;20,5;19,5;1001,9;1001,9;1001,4;4,5;79,0;8,3;742,40;0,0;
26/07/2018;2100;26,2;28,7;26,2;68,0;68,0;58,0;19,8;19,9;19,5;1002,7;1002,7;1001,9;2,3;66,0;6,9;56,79;0,0;
26/07/2018;2200;26,2;26,2;25,6;68,0;71,0;68,0;19,8;19,9;19,7;1003,3;1003,3;1002,7;1,4;210,0;4,8;;0,0;
26/07/2018;2300;25,8;26,3;25,8;69,0;69,0;67,0;19,7;19,8;19,3;1003,9;1003,9;1003,3;2,0;142,0;5,4;;0,0;
27/07/2018;0000;26,0;26,0;25,8;69,0;71,0;69,0;19,8;20,1;19,8;1004,4;1004,4;1003,9;3,2;129,0;7,3;;0,0;
27/07/2018;0100;25,6;26,1;25,6;72,0;72,0;68,0;20,3;20,3;19,7;1004,4;1004,5;1004,3;4,1;112,0;9,2;;0,0;
27/07/2018;0200;25,4;25,7;25,4;76,0;76,0;72,0;20,9;20,9;20,3;1004,4;1004,5;1004,4;5,1;116,0;9,7;;0,0;
27/07/2018;0300;25,4;25,5;25,3;77,0;77,0;76,0;21,1;21,1;20,9;1004,1;1004,4;1004,1;5,0;110,0;9,7;;0,0;
27/07/2018;0400;25,5;25,6;25,3;78,0;78,0;77,0;21,3;21,3;21,0;1003,7;1004,1;1003,7;5,6;112,0;11,4;;0,0;
27/07/2018;0500;25,5;25,6;25,4;77,0;78,0;77,0;21,1;21,3;21,1;1003,1;1003,7;1003,1;4,7;112,0;8,9;;0,0;
27/07/2018;0600;25,2;25,5;25,1;79,0;79,0;77,0;21,3;21,4;21,1;1002,9;1003,1;1002,8;5,0;108,0;8,9;;0,0;
27/07/2018;0700;25,0;25,2;25,0;80,0;80,0;79,0;21,4;21,4;21,3;1003,1;1003,2;1002,9;5,2;106,0;9,0;;0,0;
27/07/2018;0800;25,0;25,2;25,0;77,0;80,0;77,0;20,7;21,4;20,7;1003,3;1003,3;1003,1;5,5;109,0;10,5;;0,0;
27/07/2018;0900;24,8;25,0;24,7;77,0;78,0;76,0;20,5;20,8;20,4;1003,5;1003,5;1003,3;5,5;112,0;9,7;2,12;0,0;
27/07/2018;1000;25,8;25,8;24,7;73,0;78,0;73,0;20,6;20,8;20,5;1004,0;1004,0;1003,5;5,2;108,0;9,7;321,12;0,0;
27/07/2018;1100;27,5;27,5;25,8;61,0;73,0;61,0;19,3;20,6;19,0;1004,7;1004,7;1004,0;4,2;134,0;10,2;1169,14;0,0;
27/07/2018;1200;28,7;28,8;27,4;55,0;62,0;54,0;18,8;19,6;18,3;1004,8;1004,9;1004,7;4,6;134,0;9,8;1872,16;0,0;
27/07/2018;1300;30,1;30,4;28,6;50,0;55,0;48,0;18,6;19,0;17,9;1004,7;1004,9;1004,7;4,2;138,0;9,8;2385,96;0,0;
27/07/2018;1400;31,2;31,3;29,8;46,0;50,0;46,0;18,1;19,0;17,9;1004,1;1004,7;1004,1;3,8;138,0;9,6;2774,54;0,0;
27/07/2018;1500;31,6;32,8;30,9;42,0;46,0;40,0;17,0;18,6;16,6;1002,9;1004,1;1002,8;2,2;159,0;8,2;2778,55;0,0;
27/07/2018;1600;32,5;34,2;31,6;39,0;43,0;34,0;16,7;17,7;15,3;1001,7;1002,8;1001,7;3,4;148,0;10,1;2417,44;0,0;
27/07/2018;1700;32,3;34,0;32,0;41,0;41,0;35,0;17,2;17,4;15,7;1000,9;1001,7;1000,9;3,9;116,0;9,0;1716,40;0,0;
27/07/2018;1800;34,3;34,3;32,2;36,0;41,0;35,0;17,2;18,0;16,0;1000,0;1000,9;1000,0;4,2;91,0;7,8;2101,66;0,0;
27/07/2018;1900;31,3;34,5;31,3;51,0;51,0;34,0;20,1;20,1;15,5;1000,1;1000,1;999,9;5,8;80,0;8,7;1302,15;0,0;
27/07/2018;2000;28,8;31,3;28,8;57,0;57,0;51,0;19,4;20,2;19,2;1000,7;1000,7;1000,1;4,1;75,0;9,8;763,70;0,0;
27/07/2018;2100;27,1;28,8;26,9;61,0;63,0;57,0;19,1;19,4;19,0;1001,3;1001,3;1000,7;1,0;158,0;6,8;106,14;0,0;
27/07/2018;2200;26,3;27,1;26,3;66,0;66,0;61,0;19,4;19,4;18,8;1001,8;1001,8;1001,3;2,8;117,0;7,1;;0,0;
27/07/2018;2300;26,3;26,4;25,9;66,0;68,0;65,0;19,4;19,5;19,3;1002,5;1002,5;1001,8;4,6;113,0;9,1;;0,0;
28/07/2018;0000;25,7;26,3;25,6;72,0;72,0;66,0;20,1;20,1;19,4;1003,3;1003,3;1002,5;4,8;109,0;9,1;;0,0;
28/07/2018;0100;25,5;25,7;25,5;76,0;76,0;72,0;20,9;20,9;20,1;1003,6;1003,7;1003,3;5,5;109,0;10,3;;0,0;
28/07/2018;0200;25,6;25,6;25,4;77,0;77,0;76,0;21,3;21,3;20,9;1003,6;1003,8;1003,6;5,9;111,0;12,2;;0,0;
28/07/2018;0300;25,6;25,8;25,5;78,0;78,0;77,0;21,5;21,5;21,2;1003,4;1003,6;1003,4;4,0;108,0;10,3;;0,0;
28/07/2018;0400;25,5;25,8;25,4;79,0;80,0;77,0;21,6;21,6;21,4;1003,0;1003,4;1003,0;3,8;115,0;7,8;;0,0;
28/07/2018;0500;25,6;25,8;25,4;77,0;79,0;77,0;21,2;21,6;21,2;1002,2;1003,0;1002,2;5,1;110,0;9,0;;0,0;
28/07/2018;0600;25,5;25,7;25,5;77,0;78,0;75,0;21,3;21,3;21,0;1001,7;1002,2;1001,7;5,0;111,0;10,7;;0,0;
28/07/2018;0700;25,3;25,6;25,1;78,0;79,0;77,0;21,2;21,4;21,2;1001,6;1001,8;1001,6;5,4;112,0;10,1;;0,0;
28/07/2018;0800;25,2;25,5;25,1;77,0;79,0;76,0;20,8;21,2;20,8;1001,6;1001,7;1001,6;3,8;118,0;10,1;;0,0;
28/07/2018;0900;25,4;25,6;25,1;74,0;77,0;73,0;20,4;20,8;20,3;1001,5;1001,6;1001,5;5,5;119,0;10,2;2,34;0,0;
28/07/2018;1000;26,1;26,4;25,4;69,0;74,0;68,0;20,0;20,3;19,8;1002,1;1002,1;1001,4;4,8;124,0;11,5;347,12;0,0;
28/07/2018;1100;27,0;27,5;26,0;65,0;70,0;65,0;19,9;20,6;19,8;1002,8;1002,8;1002,1;4,1;129,0;9,5;759,06;0,0;
28/07/2018;1200;27,9;28,0;26,7;63,0;67,0;63,0;20,1;20,5;19,8;1003,4;1003,4;1002,8;1,9;137,0;7,9;887,36;0,0;
28/07/2018;1300;28,5;28,5;27,7;61,0;63,0;61,0;20,2;20,6;20,0;1003,3;1003,5;1003,3;3,8;113,0;8,1;1063,17;0,0;
28/07/2018;1400;29,6;29,9;28,4;55,0;61,0;55,0;19,7;20,5;19,6;1002,8;1003,3;1002,8;3,8;120,0;7,6;1258,06;0,0;
28/07/2018;1500;30,3;31,3;29,3;53,0;56,0;50,0;19,7;20,5;18,6;1002,4;1002,8;1002,4;2,6;140,0;7,6;1515,63;0,0;
28/07/2018;1600;32,1;32,1;30,1;44,0;53,0;44,0;18,4;19,8;18,1;1001,4;1002,4;1001,4;3,8;108,0;6,7;1611,19;0,0;
28/07/2018;1700;31,6;32,0;30,5;46,0;48,0;44,0;18,7;19,0;17,6;1000,5;1001,4;1000,5;2,4;143,0;8,5;1054,21;0,0;
28/07/2018;1800;31,0;31,6;30,9;50,0;51,0;45,0;19,4;19,7;18,0;999,7;1000,5;999,6;2,4;116,0;6,4;1034,85;0,0;
28/07/2018;1900;29,2;31,5;29,2;63,0;63,0;46,0;21,4;21,5;18,5;999,7;999,7;999,6;5,2;76,0;9,1;838,70;0,0;
28/07/2018;2000;28,3;29,2;28,3;65,0;66,0;63,0;21,1;21,6;21,1;1000,2;1000,2;999,7;3,9;81,0;9,1;340,70;0,0;
28/07/2018;2100;26,4;28,3;26,4;70,0;70,0;65,0;20,5;21,1;20,5;1000,8;1000,8;1000,2;2,0;79,0;6,8;61,67;0,0;
28/07/2018;2200;25,6;26,4;25,6;73,0;73,0;70,0;20,3;20,5;20,2;1001,4;1001,4;1000,8;2,6;114,0;7,0;;0,0;
28/07/2018;2300;25,9;25,9;25,6;72,0;73,0;72,0;20,4;20,5;20,2;1001,9;1001,9;1001,3;3,0;122,0;7,9;;0,0;
29/07/2018;0000;25,6;26,0;25,6;73,0;73,0;71,0;20,5;20,5;20,3;1002,8;1002,8;1001,9;4,2;119,0;8,4;;0,0;
29/07/2018;0100;25,3;25,7;25,3;76,0;76,0;73,0;20,8;20,8;20,4;1002,7;1002,9;1002,7;4,6;116,0;9,4;;0,0;
29/07/2018;0200;25,5;25,5;25,3;77,0;78,0;76,0;21,2;21,2;20,9;1002,8;1002,9;1002,7;5,2;115,0;10,6;;0,0;
29/07/2018;0300;25,4;25,5;25,3;77,0;78,0;77,0;21,1;21,2;21,0;1002,6;1002,9;1002,6;5,8;113,0;11,9;;0,0;
29/07/2018;0400;25,3;25,4;25,2;77,0;78,0;77,0;21,0;21,1;21,0;1002,2;1002,6;1002,2;6,3;113,0;11,4;;0,0;
29/07/2018;0500;25,0;25,3;25,0;78,0;78,0;77,0;20,9;21,0;20,9;1001,6;1002,2;1001,6;5,4;111,0;11,7;;0,0;
29/07/2018;0600;24,7;25,0;24,7;76,0;78,0;76,0;20,3;20,9;20,3;1001,3;1001,6;1001,3;4,8;119,0;10,3;;0,0;
29/07/2018;0700;24,5;24,7;24,5;76,0;77,0;76,0;20,1;20,3;20,0;1001,1;1001,4;1001,1;3,2;120,0;10,7;;0,0;
